"cpg","estimate","se","p.value"
"cg23193059","-0.00046132","9.13e-05",5.15e-07
"cg23196081","0.00028283","6.82e-05",3.67e-05
"cg23212916","-0.00022697","5.88e-05",0.00012
"cg23220012","-0.00021338","4.6e-05",4.01e-06
"cg23225147","0.0002757","7.2e-05",0.000136
"cg23236270","-0.00036738","9.15e-05",6.37e-05
"cg23240927","-0.00034192","0.0001215",0.00498
"cg23244455","-0.00012273","3.92e-05",0.0018
"cg23247191","0.00054269","0.00011662",3.68e-06
"cg23249399","-0.00018543","4.84e-05",0.000133
"cg23267890","0.00032234","0.00011753",0.0062
"cg23299484","-0.00038164","8.71e-05",1.28e-05
"cg23312425","-0.00028263","5.51e-05",3.39e-07
"cg23313445","-0.00019352","5.4e-05",0.000354
"cg23326607","-0.00026499","9.32e-05",0.00456
"cg23326785","-0.00013204","3.99e-05",0.000955
"cg23363031","-0.00019728","7.3e-05",0.00701
"cg23366166","0.00049532","0.00010904",6.2e-06
"cg23371208","-0.00022964","8.52e-05",0.00715
"cg23386330","0.00040179","9.6e-05",3.11e-05
"cg23390871","-0.00025885","7.03e-05",0.000245
"cg23397278","-0.00030413","6.43e-05",2.54e-06
"cg23409699","-0.00053181","0.00019501",0.00649
"cg23419447","-0.00053771","7.85e-05",1.25e-11
"cg23437420","-0.00014453","5.15e-05",0.00514
"cg23461714","-0.00048299","9.65e-05",6.53e-07
"cg23463310","-9.63e-05","2.47e-05",0.000106
"cg23478124","-0.00064267","0.0001368",2.98e-06
"cg23478547","0.00106401","0.00027327",0.000105
"cg23483894","-0.00013818","4.12e-05",0.000826
"cg23493800","-0.00017109","4.09e-05",3.09e-05
"cg23495995","-0.00021858","5.55e-05",8.75e-05
"cg23523668","-0.00118229","0.00015417",3.94e-14
"cg23530031","-9.44e-05","3.45e-05",0.00631
"cg23531640","-0.00018475","3.01e-05",1.2e-09
"cg23531697","0.00015984","3.96e-05",5.84e-05
"cg23544472","-0.00016197","4.53e-05",0.000363
"cg23549693","-0.00012673","4.18e-05",0.00248
"cg23552637","-0.00010212","3.8e-05",0.0073
"cg23553368","-0.00025937","9.7e-05",0.00761
"cg23553444","-0.00037487","0.00013637",0.00608
"cg23556886","-0.00015606","4.18e-05",0.000201
"cg23570810","-0.00070978","0.00011484",9.12e-10
"cg23577865","-0.00022206","4.76e-05",3.53e-06
"cg23578404","-0.00017997","6.26e-05",0.00414
"cg23580038","0.00022954","7.39e-05",0.00196
"cg23584647","0.00048149","0.00011558",3.35e-05
"cg23595413","-0.00052117","0.00012518",3.39e-05
"cg23624321","-0.0004961","0.00011815",2.91e-05
"cg23624725","-0.00017024","4.47e-05",0.000148
"cg23633158","-0.00023603","7.79e-05",0.00252
"cg23651826","-0.00010125","3.56e-05",0.00452
"cg23659080","0.00020382","6.72e-05",0.0025
"cg23667955","-0.00034387","0.00011787",0.0036
"cg23687466","-0.00046401","0.00014862",0.00184
"cg23692589","-0.00011865","3.29e-05",0.000328
"cg23698969","-0.00012834","4.19e-05",0.00222
"cg23712030","-0.00011303","3.65e-05",0.002
"cg23722437","-0.00075553","0.00026111",0.00389
"cg23724016","-0.00012875","4.8e-05",0.00739
"cg23732080","-0.00031812","5.76e-05",4.1e-08
"cg23741639","0.00026821","9.27e-05",0.0039
"cg23744638","-0.00038336","0.00011425",0.000821
"cg23745036","-5.42e-05","1.41e-05",0.000121
"cg23754390","-0.00055419","0.00011441",1.46e-06
"cg23754934","-0.00059727","0.00015774",0.000161
"cg23756264","-0.00049918","6.93e-05",1.16e-12
"cg23780491","-0.00019302","5.92e-05",0.00114
"cg23783076","-0.00014016","4.83e-05",0.00382
"cg23791672","-0.0003239","0.00011477",0.00486
"cg23796243","-0.0004133","0.00011764",0.000461
"cg23797615","-0.00027878","7.42e-05",0.00018
"cg23845609","-0.00026959","7.55e-05",0.000374
"cg23847700","-0.00015452","3.85e-05",6.53e-05
"cg23851532","-0.00025143","6.77e-05",0.000216
"cg23851757","-0.00019977","5.45e-05",0.000262
"cg23852781","-0.00024371","5.18e-05",2.92e-06
"cg23855879","-0.00035736","0.0001215",0.00334
"cg23878494","-0.00030765","6.47e-05",2.28e-06
"cg23879118","-0.00072254","0.00020614",0.000476
"cg23884964","-8.82e-05","1.93e-05",5.18e-06
"cg23889607","-0.00010125","3.03e-05",0.000874
"cg23907108","0.00080456","0.0001416",1.72e-08
"cg23912877","-0.0003311","7.82e-05",2.49e-05
"cg23913904","0.00022414","8.21e-05",0.00644
"cg23916044","-0.00037409","7.31e-05",3.62e-07
"cg23927970","-0.00036612","0.00013535",0.00694
"cg23944405","-0.00016583","4.64e-05",0.000371
"cg23949925","-0.00015758","4.71e-05",0.00085
"cg23951114","-0.00019247","5.95e-05",0.00127
"cg23965590","0.00032364","0.00010797",0.00278
"cg23995769","0.00032484","7.51e-05",1.68e-05
"cg24006547","0.00055","0.00011923",4.46e-06
"cg24012880","-0.00041907","0.00010681",9.3e-05
"cg24013589","-0.00094273","0.00013856",1.71e-11
"cg24016626","-0.00046356","0.00012172",0.000148
"cg24027931","-0.00031009","7.11e-05",1.43e-05
"cg24045078","-0.00012311","3.74e-05",0.00102
"cg24068972","-0.00045442","7.23e-05",4.7e-10
"cg24073146","-0.00011288","3.93e-05",0.00419
"cg24088496","-0.00082847","0.00012171",1.68e-11
"cg24101009","-0.00032853","8.58e-05",0.000135
"cg24109739","-0.00101718","0.00026988",0.000173
"cg24117998","0.00027818","7.52e-05",0.000226
"cg24118877","-7.59e-05","2.09e-05",3e-04
"cg24121967","-0.00013334","4.35e-05",0.00221
"cg24126592","-0.00010231","3.68e-05",0.00557
"cg24126851","0.000315","8.39e-05",0.000184
"cg24127061","-0.00064575","9.58e-05",2.65e-11
"cg24134897","-0.00033969","0.00011268",0.00263
"cg24137863","-0.0001783","6.02e-05",0.00314
"cg24147428","-0.00074153","0.00024043",0.00209
"cg24165086","0.00018432","5.37e-05",0.000624
"cg24176731","0.00097698","0.00012117",2.01e-15
"cg24185055","-0.00019071","5.4e-05",0.000431
"cg24191821","-0.00017867","4.49e-05",7.44e-05
"cg24193659","-0.00035847","8.9e-05",6e-05
"cg24208325","-0.00019971","6.22e-05",0.00137
"cg24212377","-0.00037659","8.99e-05",3.01e-05
"cg24215776","-0.00073397","9.4e-05",1.39e-14
"cg24226238","-0.00022181","6.89e-05",0.00131
"cg24247537","-0.00201732","0.00017663",1.46e-28
"cg24250669","-0.00025989","7.63e-05",0.000681
"cg24252148","-0.00028046","5.95e-05",2.77e-06
"cg24255209","-0.00026632","7.42e-05",0.000348
"cg24258347","0.00102506","0.00015043",1.59e-11
"cg24260882","-0.00018885","5.99e-05",0.00165
"cg24261333","0.00077968","9.82e-05",5.21e-15
"cg24285858","-0.00013435","4.26e-05",0.00165
"cg24285942","-0.00011093","2.84e-05",9.91e-05
"cg24292665","-0.00013421","3.11e-05",1.71e-05
"cg24304210","-0.00070555","0.00012317",1.32e-08
"cg24304848","0.00064508","0.00010774",2.92e-09
"cg24325551","0.00034413","9.96e-05",0.000572
"cg24331162","-0.00016067","4.22e-05",0.000151
"cg24343310","0.00034567","8.82e-05",9.4e-05
"cg24365098","-0.00013785","4.76e-05",0.00386
"cg24365121","-0.00018158","5.12e-05",0.000403
"cg24366425","-0.00010369","3.2e-05",0.00124
"cg24383467","-0.00046119","0.00015008",0.00217
"cg24384034","-0.00030484","7.08e-05",1.81e-05
"cg24385632","-0.0001477","3.08e-05",1.8e-06
"cg24409566","-0.00047952","0.00010041",2.04e-06
"cg24411312","-0.00024104","7.03e-05",0.00063
"cg24419198","-0.00025399","7.85e-05",0.00125
"cg24420089","-0.00140748","0.00011749",4.3e-31
"cg24423806","-0.0007331","0.00011661",4.74e-10
"cg24425560","-1e-04","3.09e-05",0.00124
"cg24431515","-0.00038525","0.00011187",0.000597
"cg24438178","-0.00014718","4.39e-05",0.00082
"cg24442913","0.000464","0.00010632",1.4e-05
"cg24458825","-0.00015166","3.99e-05",0.000153
"cg24459209","0.00018662","6.66e-05",0.00517
"cg24478595","-0.00012832","3.32e-05",0.00012
"cg24480277","-0.00024449","8.7e-05",0.00504
"cg24490227","0.00051222","0.00016649",0.00215
"cg24496349","0.00018431","4.78e-05",0.00012
"cg24496614","-0.000316","6.97e-05",6.43e-06
"cg24500630","0.00040635","8.35e-05",1.3e-06
"cg24521811","0.00026867","9.19e-05",0.00353
"cg24524285","0.00087554","0.00016545",1.47e-07
"cg24533757","-0.00015688","4.27e-05",0.000247
"cg24541550","-0.00015959","4.56e-05",0.000491
"cg24552015","-0.00034658","7.58e-05",5.34e-06
"cg24555834","-0.00018307","6.45e-05",0.00465
"cg24562777","-0.00011319","3.16e-05",0.000355
"cg24581200","-0.00017523","5.61e-05",0.00182
"cg24601030","0.00050554","0.00013218",0.000139
"cg24602560","-0.00013145","4.87e-05",0.00703
"cg24609402","-0.00014965","4.48e-05",0.000876
"cg24610561","-0.00022505","4.7e-05",1.96e-06
"cg24624173","-0.00015179","4.94e-05",0.00217
"cg24641901","-0.0001186","2.97e-05",6.86e-05
"cg24660199","-0.00064048","9.77e-05",8.65e-11
"cg24670445","0.00047673","0.00012744",0.000193
"cg24673043","-0.0001523","5.71e-05",0.00774
"cg24674703","-0.00133881","0.00011793",2.95e-28
"cg24681086","0.00032713","9.3e-05",0.000452
"cg24694480","0.00022199","6.78e-05",0.00109
"cg24710104","-0.00014835","3.15e-05",2.82e-06
"cg24710179","-0.00061212","0.00011227",6.2e-08
"cg24710503","-0.0004239","8.05e-05",1.71e-07
"cg24713122","-0.00025548","5.09e-05",6.13e-07
"cg24714011","-9.98e-05","2.93e-05",0.000695
"cg24725201","-9.36e-05","2.62e-05",0.000364
"cg24733126","0.00048701","0.00012844",0.000158
"cg24742512","-6.68e-05","2.26e-05",0.00316
"cg24759599","-0.00023375","4.88e-05",1.95e-06
"cg24761467","0.0002553","5.85e-05",1.41e-05
"cg24778160","-0.00022665","5.18e-05",1.34e-05
"cg24778776","0.00016807","6.13e-05",0.00623
"cg24803202","-0.00013052","4.13e-05",0.00161
"cg24812582","-0.00010009","3.59e-05",0.0054
"cg24820982","-0.00018403","3.97e-05",3.92e-06
"cg24827784","-0.00013296","3.72e-05",0.000367
"cg24847169","0.00011182","3.79e-05",0.00321
"cg24868307","-0.00019338","7.11e-05",0.0066
"cg24882525","-0.00014444","5.11e-05",0.00481
"cg24884542","-9.61e-05","3.4e-05",0.00485
"cg24897127","-0.00076097","8.41e-05",6.94e-19
"cg24898753","-0.00010994","3.51e-05",0.0018
"cg24900563","-0.00022803","4.66e-05",1.16e-06
"cg24902250","-0.00012017","4.43e-05",0.00681
"cg24909660","-0.00026053","8.15e-05",0.00144
"cg24921089","-0.0002119","6.2e-05",0.000659
"cg24931954","-0.00012069","3.1e-05",0.000107
"cg24932241","-0.00043161","6.1e-05",2.75e-12
"cg24936980","-0.00025584","8.76e-05",0.00358
"cg24937681","-0.00015146","5.55e-05",0.00642
"cg24942416","-0.00028473","7.81e-05",0.00028
"cg24960947","-0.00021641","5.37e-05",5.93e-05
"cg24972288","-4.08e-05","1.48e-05",0.0058
"cg24973226","-0.00029812","0.00010996",0.00681
"cg24980551","-0.00014595","2.79e-05",1.94e-07
"cg24985525","-0.00016854","5.15e-05",0.00109
"cg24987259","-0.00032228","0.00010591",0.0024
"cg24992817","-0.00033559","8.35e-05",6.24e-05
"cg25009965","-0.00107105","0.00016223",6.42e-11
"cg25010805","-0.00012932","3.92e-05",0.000995
"cg25020933","-0.00017376","6.17e-05",0.00494
"cg25034478","-0.00011731","3.67e-05",0.00145
"cg25050332","0.00089051","0.0002106",2.56e-05
"cg25068347","-0.00029267","8.4e-05",0.000517
"cg25072766","-0.00079349","0.00021149",0.000185
"cg25073093","0.00047906","0.00010202",3.01e-06
"cg25087423","-0.00011822","3.88e-05",0.00239
"cg25087851","0.00037184","7.66e-05",1.37e-06
"cg25104637","0.00058819","0.00010153",9.12e-09
"cg25124966","-0.00078821","0.0001374",1.26e-08
"cg25135322","0.0004575","0.00012905",0.00041
"cg25144276","-0.00014322","4.62e-05",0.002
"cg25145687","-0.00087939","0.00011012",3.64e-15
"cg25150773","0.0001893","5.71e-05",0.000948
"cg25153731","-0.00015127","5.33e-05",0.00459
"cg25168700","-0.00029617","9.71e-05",0.00235
"cg25179830","-9.11e-05","2.91e-05",0.00178
"cg25181381","-0.00011235","3.91e-05",0.00411
"cg25205121","-0.00024412","6.31e-05",0.000116
"cg25217772","-0.00033564","4.99e-05",2.75e-11
"cg25219643","0.00067201","8.43e-05",4.15e-15
"cg25229467","-0.00020649","5.45e-05",0.000159
"cg25243766","-0.00095545","0.00011963",3.61e-15
"cg25244628","-6.75e-05","2.42e-05",0.00534
"cg25249849","-0.00022906","8.48e-05",0.007
"cg25255988","-0.00025348","6.73e-05",0.000176
"cg25258098","-0.00066961","0.00024593",0.00658
"cg25266888","0.00089548","0.00015122",4.31e-09
"cg25271892","-0.00041973","0.00013017",0.0013
"cg25272143","-0.00012389","3.48e-05",0.000391
"cg25281677","0.00049755","0.00011535",1.76e-05
"cg25288155","0.00079564","0.00010839",4.24e-13
"cg25289899","-0.00039815","0.00010814",0.000244
"cg25296222","-0.00021853","6.33e-05",0.000583
"cg25314284","-0.00057681","0.00019483",0.00314
"cg25316749","0.00060231","8.52e-05",2.77e-12
"cg25321556","-0.00018986","6.48e-05",0.00345
"cg25328154","-0.00014858","5.05e-05",0.00336
"cg25338707","-0.00013149","3.34e-05",8.79e-05
"cg25356736","0.00043291","9.21e-05",2.95e-06
"cg25379390","-0.00022854","4e-05",1.43e-08
"cg25395188","-0.00033511","0.00010586",0.00159
"cg25400358","-0.00031479","6.4e-05",1.02e-06
"cg25410789","0.00074393","0.00026982",0.00593
"cg25414605","-0.00112563","9.16e-05",1.56e-32
"cg25422051","-0.00010773","3.32e-05",0.00122
"cg25423829","-0.00018825","6.25e-05",0.00264
"cg25426350","-0.00022204","6.11e-05",0.000295
"cg25429672","-0.00037417","0.00011047",0.000732
"cg25450196","-0.00022237","6.19e-05",0.000345
"cg25462896","-0.00011338","4.09e-05",0.00566
"cg25470561","-0.00011434","3.06e-05",0.000194
"cg25475591","-0.00023355","5.19e-05",7.68e-06
"cg25486824","0.0007503","0.00014316",1.93e-07
"cg25511807","-0.00071109","0.0002221",0.00141
"cg25512791","-0.00024568","8.61e-05",0.0044
"cg25513073","-0.00016436","5.62e-05",0.00354
"cg25514148","-0.00027145","5.72e-05",2.32e-06
"cg25535316","0.00049124","9.78e-05",6.01e-07
"cg25547555","-9.69e-05","3.4e-05",0.00446
"cg25548825","-0.0001738","4.33e-05",6.49e-05
"cg25554751","-9.33e-05","3.47e-05",0.00727
"cg25556987","-0.00013","3.72e-05",0.000501
"cg25562530","-0.00022848","4.47e-05",3.7e-07
"cg25574849","-0.00052364","0.00013577",0.000122
"cg25577367","0.00059977","0.00015914",0.000173
"cg25577489","0.00034899","8.11e-05",1.85e-05
"cg25598685","0.00073785","0.00018593",7.73e-05
"cg25599211","0.00040575","0.00012818",0.00159
"cg25599242","-0.00015226","3.59e-05",2.38e-05
"cg25607177","-0.00032297","5.45e-05",4.13e-09
"cg25609183","-0.00016907","5.42e-05",0.00185
"cg25618573","-0.00019369","5.75e-05",0.000783
"cg25623459","-0.00017857","5.97e-05",0.00286
"cg25634032","-0.00094116","0.00010363",5.17e-19
"cg25635864","-0.00018472","4.03e-05",5.2e-06
"cg25717823","-0.00033594","9.37e-05",0.000354
"cg25721132","-8.92e-05","3.08e-05",0.00383
"cg25723459","-0.00058709","0.00012428",2.63e-06
"cg25733797","-0.00016137","6.01e-05",0.00741
"cg25735305","-9.4e-05","2.68e-05",0.000466
"cg25735922","0.00032784","5.68e-05",1.04e-08
"cg25754143","-0.00027462","9.18e-05",0.00284
"cg25756680","-0.00038548","9.95e-05",0.000113
"cg25763864","-9.28e-05","2.83e-05",0.00109
"cg25764105","0.00027888","9.17e-05",0.00242
"cg25780982","-0.00010574","3.82e-05",0.00569
"cg25782229","-0.00028575","0.00010477",0.00649
"cg25782983","0.00056416","0.00013215",2.14e-05
"cg25783352","0.00049551","8.29e-05",3.12e-09
"cg25800926","-0.00018582","5.79e-05",0.00136
"cg25807487","0.00082431","0.00026692",0.00207
"cg25819103","-7.45e-05","2.36e-05",0.00166
"cg25831522","-0.00028291","9.52e-05",0.00302
"cg25848652","-0.00017129","5.4e-05",0.00157
"cg25868831","-0.00034535","0.00010073",0.000631
"cg25869889","-0.00035585","0.00010051",0.000417
"cg25891647","-0.00042974","0.00010539",4.9e-05
"cg25894551","-0.00041199","7.67e-05",9.49e-08
"cg25903143","0.00113443","0.00015953",2.12e-12
"cg25904585","0.00017577","4.88e-05",0.000333
"cg25911257","-0.00010238","3.72e-05",0.00605
"cg25927375","-0.00030948","7.8e-05",7.81e-05
"cg25931491","-9.37e-05","3.05e-05",0.0022
"cg25934954","-0.0003678","9.34e-05",8.83e-05
"cg25948980","-0.00013577","4.27e-05",0.00152
"cg25951430","-9.49e-05","2.4e-05",7.99e-05
"cg25961099","-0.00019108","4.39e-05",1.45e-05
"cg25987102","-0.00012871","4.8e-05",0.0074
"cg25994464","-0.00015819","4.81e-05",0.00103
"cg25994988","0.00042507","8.7e-05",1.19e-06
"cg26008877","-0.00010942","2.65e-05",4e-05
"cg26013357","-8.76e-05","3.14e-05",0.00545
"cg26021246","-0.00010083","3.36e-05",0.00274
"cg26029577","-0.0001792","6.11e-05",0.00345
"cg26056527","-0.00023657","5.48e-05",1.73e-05
"cg26062581","-0.00019543","7.17e-05",0.00656
"cg26073542","-0.00032651","6.49e-05",5.64e-07
"cg26074326","-0.00021921","8.09e-05",0.00687
"cg26077811","0.00170497","0.00011816",3.39e-43
"cg26090359","-9.22e-05","2.64e-05",0.000496
"cg26091247","-0.00024929","6.41e-05",0.000107
"cg26094232","0.00038359","9.08e-05",2.62e-05
"cg26103489","-0.00016995","4.95e-05",0.000614
"cg26116525","-0.00020429","5.48e-05",0.000204
"cg26120958","-0.00033363","5.67e-05",5.46e-09
"cg26134777","-0.00021205","7.09e-05",0.00284
"cg26140293","-0.00014685","3.46e-05",2.43e-05
"cg26145103","-0.0002543","6.01e-05",2.55e-05
"cg26145223","-0.00015202","4.54e-05",0.000839
"cg26145504","0.00039707","0.00011824",0.000813
"cg26158980","-0.00014768","4.39e-05",0.000785
"cg26164712","-0.00022526","6.17e-05",0.000275
"cg26165081","-0.00029826","9.25e-05",0.0013
"cg26172195","0.00018444","6.69e-05",0.00596
"cg26181939","-0.00019461","5.35e-05",0.000287
"cg26186665","-0.00029364","6.34e-05",4.13e-06
"cg26200484","-0.00033958","0.00011038",0.00215
"cg26200826","0.00045176","0.00012981",0.000522
"cg26202340","-0.00050822","9.42e-05",8.58e-08
"cg26203336","-0.0002133","5.08e-05",2.92e-05
"cg26204383","-9.06e-05","3.18e-05",0.00445
"cg26207878","-0.00014872","3.68e-05",5.7e-05
"cg26212966","-0.00013306","3.33e-05",7.02e-05
"cg26241460","-0.00028119","7.23e-05",0.000107
"cg26241462","0.0004583","8.75e-05",1.97e-07
"cg26246680","-0.0001549","5.26e-05",0.00328
"cg26254678","-0.00018307","5.85e-05",0.0018
"cg26255314","-0.00057559","6.36e-05",6.48e-19
"cg26283550","-7.78e-05","2.48e-05",0.00177
"cg26288806","-0.000625","0.00018098",0.000575
"cg26304119","-0.00017312","4.01e-05",1.77e-05
"cg26318265","0.00015501","3.78e-05",4.39e-05
"cg26335578","-0.00059164","0.0001016",7.67e-09
"cg26337010","-0.00012426","3.13e-05",7.72e-05
"cg26340740","0.00046347","0.0001287",0.000331
"cg26342533","-0.00010452","3.8e-05",0.00606
"cg26345216","-0.00039442","0.00013622",0.00387
"cg26348521","-0.00010953","3.58e-05",0.00225
"cg26350007","-0.00011761","2.84e-05",3.79e-05
"cg26388177","-0.00020264","5.24e-05",0.000117
"cg26388730","0.00051321","0.00012535",4.56e-05
"cg26393713","-0.00022443","6.97e-05",0.00133
"cg26402417","-0.00030254","0.00010372",0.00361
"cg26412441","-0.00015767","4.44e-05",0.000395
"cg26417427","-0.00014564","4.24e-05",0.000615
"cg26421308","-0.00014373","4.33e-05",0.00094
"cg26422472","-0.00017656","6.51e-05",0.00681
"cg26433582","-0.00187571","0.00014783",1.99e-34
"cg26446803","0.00061935","0.00010493",4.83e-09
"cg26446832","-0.00016022","4.11e-05",0.000101
"cg26459819","0.00030018","7.74e-05",0.000111
"cg26461378","-0.00038708","7.55e-05",3.46e-07
"cg26461944","-0.00036727","0.00010936",0.000813
"cg26473272","-0.00016886","4.65e-05",0.000292
"cg26473818","-0.00049675","0.00014099",0.000445
"cg26489413","-0.00031862","0.00010821",0.00331
"cg26503877","-0.0011518","0.00012411",9.33e-20
"cg26524638","-0.00016616","3.75e-05",1.05e-05
"cg26532812","-0.00015435","4.11e-05",0.000184
"cg26534425","-0.00054407","0.00017709",0.00218
"cg26559804","-0.00094615","0.00011964",6.56e-15
"cg26577738","-0.0003991","0.00013248",0.00265
"cg26601310","-0.00059614","0.00012461",1.96e-06
"cg26615176","-0.00056404","5.85e-05",3.69e-21
"cg26617787","0.00020749","7.61e-05",0.00649
"cg26622502","-0.00017288","5.23e-05",0.000975
"cg26636312","-0.00018877","6.16e-05",0.00224
"cg26647291","-0.00017106","3.86e-05",1.03e-05
"cg26648103","-6.38e-05","1.63e-05",9.25e-05
"cg26656287","-0.00022898","6.72e-05",0.000684
"cg26677322","0.00066886","0.00014995",9.05e-06
"cg26681847","0.00046406","9.41e-05",9.35e-07
"cg26683025","-0.00013243","4.45e-05",0.00301
"cg26684673","-0.00023341","7.12e-05",0.00108
"cg26703758","-0.00016566","5.33e-05",0.00193
"cg26721627","-0.00017545","5.66e-05",0.00198
"cg26723847","-0.00022796","5.86e-05",0.000106
"cg26724018","-0.00094412","0.00013121",1.18e-12
"cg26725502","0.00062307","0.00011617",1e-07
"cg26743317","-0.00018896","6.74e-05",0.00515
"cg26754214","-0.00022951","2.59e-05",3.63e-18
"cg26766373","-0.00080358","0.00010978",4.93e-13
"cg26767083","-0.00054605","7.65e-05",1.81e-12
"cg26773791","0.00069281","0.00015967",1.57e-05
"cg26776957","0.00061299","9.68e-05",3.52e-10
"cg26784112","-0.00023156","6.08e-05",0.00015
"cg26800893","-0.00152556","8.16e-05",1.52e-67
"cg26807616","-0.00020372","7.5e-05",0.00672
"cg26808784","-0.00025013","7.54e-05",0.000937
"cg26819160","-0.00011931","3.95e-05",0.00257
"cg26821327","-0.00045357","9.2e-05",9.61e-07
"cg26827653","0.00065048","0.00010132",2.06e-10
"cg26832211","0.00021642","7.75e-05",0.00534
"cg26833169","0.00039758","7.8e-05",4.09e-07
"cg26843469","-0.00011435","3.4e-05",0.000787
"cg26848718","-0.00010898","3.49e-05",0.00182
"cg26884581","0.00050305","8.75e-05",1.16e-08
"cg26884837","0.00042732","0.00015875",0.00722
"cg26886572","-0.0004962","0.00012561",8.33e-05
"cg26894079","-0.00059583","0.00011129",1.06e-07
